customer_id,first_name,last_name,email,phone,segment,lifetime_value,last_contact_date,opted_in_marketing,export_date
CUST_0231,Frank,Mills,krichards@example.org,(485)318-8829x0086,VIP,2999.82,2026-08-04,True,2026-08-05
CUST_0232,Michael,Fernandez,lambchristopher@example.org,577.495.5168,VIP,3776.52,2026-08-04,True,2026-08-05
CUST_0233,Jeffrey,Cortez,isexton@example.com,793.719.9770,VIP,3589.47,2026-08-04,False,2026-08-05
CUST_0234,Theresa,Martinez,flemingmeagan@example.org,(928)479-5560x690,Regular,2256.21,2026-08-04,True,2026-08-05
CUST_0235,John,Reed,kenneth53@example.com,(808)967-7351,Regular,1630.24,2026-08-04,False,2026-08-05
CUST_0236,Julia,Holmes,ricemelissa@example.org,436.607.2525x213,Regular,827.37,2026-08-04,False,2026-08-05
CUST_0237,Stephen,Rodriguez,elizabeth06@example.org,+1-988-832-2998x7313,At-Risk,2690.04,2026-08-04,True,2026-08-05
CUST_0238,Justin,White,paulathompson@example.com,(490)663-7416x205,New,4756.99,2026-08-04,False,2026-08-05
CUST_0239,Micheal,Donovan,ycook@example.net,775.862.3336x56948,At-Risk,443.51,2026-08-04,True,2026-08-05
CUST_0240,Kimberly,Bray,wgraves@example.com,579-836-6808x722,At-Risk,1038.72,2026-08-04,False,2026-08-05
CUST_0241,Elizabeth,Lopez,smithallison@example.org,+1-610-963-3984x7726,At-Risk,2876.26,2026-08-04,True,2026-08-05
CUST_0242,Julie,Santos,lmeyers@example.net,+1-520-870-9700,New,3358.54,2026-08-04,False,2026-08-05
CUST_0243,Russell,Ruiz,mitchellanthony@example.net,(329)369-6994,At-Risk,4634.84,2026-08-04,True,2026-08-05
CUST_0244,Melanie,Fletcher,wdavis@example.com,+1-391-265-2759x602,New,1497.11,2026-08-04,True,2026-08-05
CUST_0245,Christopher,Reyes,sneal@example.net,922-357-4388,At-Risk,190.97,2026-08-04,False,2026-08-05
CUST_0246,Patricia,Petersen,amywilliams@example.net,333-830-6061x4643,New,2604.7,2026-08-04,True,2026-08-05
CUST_0247,Roger,Sloan,william96@example.org,(480)295-1703x606,At-Risk,2712.48,2026-08-04,False,2026-08-05
CUST_0248,Steven,Johnson,thorntonlinda@example.org,955-801-4869x713,VIP,1859.58,2026-08-04,True,2026-08-05
CUST_0249,Kathy,Powell,allenmarie@example.net,655-217-6203,New,502.8,2026-08-04,True,2026-08-05
CUST_0250,Jorge,Brown,barnestravis@example.com,001-593-696-7485x135,At-Risk,1693.44,2026-08-04,False,2026-08-05
CUST_0251,David,Lowery,roberttrujillo@example.net,885.561.2454x0964,VIP,1474.54,2026-08-04,False,2026-08-05
CUST_0252,Leslie,Smith,fthomas@example.com,+1-625-662-3806x028,At-Risk,3400.55,2026-08-04,True,2026-08-05
CUST_0253,Amy,Brown,fscott@example.net,482-827-0149x969,At-Risk,3029.88,2026-08-04,True,2026-08-05
CUST_0254,Lisa,Gutierrez,qnorris@example.com,6377846651,At-Risk,2241.12,2026-08-04,True,2026-08-05
CUST_0255,Lisa,Johnson,lkeith@example.net,001-466-716-1530x2338,VIP,2399.06,2026-08-04,False,2026-08-05
CUST_0256,Philip,Bullock,lewisjeffrey@example.net,(816)853-2399x556,VIP,2399.31,2026-08-04,True,2026-08-05
CUST_0257,Monica,Gonzalez,tbeard@example.org,001-840-510-0341x7278,VIP,3993.9,2026-08-04,True,2026-08-05
CUST_0258,Paula,Chapman,yholmes@example.net,373-435-5788x3308,At-Risk,4011.57,2026-08-04,False,2026-08-05
CUST_0259,Lisa,Anderson,lopezmatthew@example.org,602-578-1578x999,New,4940.45,2026-08-04,True,2026-08-05
CUST_0260,Judith,Farmer,qayers@example.net,421.297.0753,VIP,3588.86,2026-08-04,False,2026-08-05
CUST_0261,Terry,Snyder,williamhall@example.org,001-619-798-1300x40105,New,2924.62,2026-08-04,False,2026-08-05
CUST_0262,Holly,Little,xfoster@example.com,+1-208-541-5700x665,VIP,4904.35,2026-08-04,True,2026-08-05
CUST_0263,Don,Ramirez,roseleonard@example.com,+1-893-993-1705x200,New,1052.11,2026-08-04,False,2026-08-05
CUST_0264,Max,Knight,sjackson@example.org,922-969-2925,New,1202.12,2026-08-04,True,2026-08-05
CUST_0265,Nicole,Thompson,crystal07@example.org,001-962-371-2188,Regular,3367.21,2026-08-04,False,2026-08-05
CUST_0266,Gina,King,jimmy71@example.net,(750)554-2051,Regular,3977.05,2026-08-04,False,2026-08-05
CUST_0267,John,Flores,ashley22@example.org,363-730-6536x397,Regular,1803.47,2026-08-04,False,2026-08-05
CUST_0268,Dennis,Flores,lisa29@example.net,+1-930-605-1000,Regular,4975.52,2026-08-04,True,2026-08-05
CUST_0269,Donna,Gibbs,lbanks@example.org,322.270.4779,VIP,4614.66,2026-08-04,True,2026-08-05
CUST_0270,Miguel,Robinson,christian05@example.org,+1-627-203-3699,At-Risk,647.95,2026-08-04,False,2026-08-05
CUST_0271,Jessica,Russell,robert70@example.net,5724571957,At-Risk,1761.82,2026-08-04,False,2026-08-05
CUST_0272,Michael,West,lori30@example.com,864-447-0608,VIP,1584.17,2026-08-04,True,2026-08-05
CUST_0273,Kristina,Becker,breannagarcia@example.com,761-442-6301,VIP,197.46,2026-08-04,True,2026-08-05
CUST_0274,Gerald,Moore,flynnchristopher@example.com,(528)242-2456,At-Risk,2747.61,2026-08-04,True,2026-08-05
CUST_0275,Nancy,Ruiz,leblancanna@example.com,(647)417-3063x0240,Regular,569.82,2026-08-04,False,2026-08-05
CUST_0276,Christopher,Smith,fphillips@example.org,497-459-8036x7971,Regular,1561.65,2026-08-04,False,2026-08-05
CUST_0277,Paul,Smith,alexander12@example.com,714-788-3358,New,2178.31,2026-08-04,True,2026-08-05
CUST_0278,Brian,Luna,christina21@example.org,458-423-8395x5066,VIP,1243.77,2026-08-04,True,2026-08-05
CUST_0279,Kathleen,Winters,xpatel@example.com,+1-831-849-7023,New,4749.19,2026-08-04,True,2026-08-05
CUST_0280,Susan,Taylor,benjaminsmith@example.com,(797)738-4499x8780,VIP,1754.26,2026-08-04,True,2026-08-05
CUST_0281,Christopher,Patrick,barbaraclark@example.org,6032702035,Regular,3689.79,2026-08-04,False,2026-08-05
CUST_0282,William,Wood,hwalker@example.org,806-917-8791,Regular,2075.89,2026-08-04,False,2026-08-05
CUST_0283,Terri,White,vanessa27@example.org,564.989.9799,New,1367.95,2026-08-04,True,2026-08-05
CUST_0284,Derrick,Campbell,roger05@example.com,313.728.9095,New,1598.76,2026-08-04,False,2026-08-05
CUST_0285,Sean,Lopez,jose55@example.org,451-742-7960x77669,At-Risk,2205.8,2026-08-04,False,2026-08-05
CUST_0286,Brian,Wilson,markstewart@example.net,+1-969-227-2931x0002,At-Risk,2415.76,2026-08-04,True,2026-08-05
CUST_0287,Tara,Carter,frazieramy@example.com,685-718-4931x332,VIP,2583.2,2026-08-04,True,2026-08-05
CUST_0288,Michael,Vazquez,alisha47@example.net,7072846259,New,2544.17,2026-08-04,False,2026-08-05
CUST_0289,Dawn,Hendricks,morgan92@example.com,5154627227,VIP,937.29,2026-08-04,True,2026-08-05
CUST_0290,Sean,Oconnor,kenneth54@example.com,763-997-7170,At-Risk,2379.17,2026-08-04,True,2026-08-05
CUST_0291,Jacob,Perry,gary06@example.net,(666)940-6716x290,At-Risk,2896.85,2026-08-04,True,2026-08-05
CUST_0292,Cynthia,Garner,ssmith@example.com,(372)911-9206x590,New,2080.38,2026-08-04,False,2026-08-05
CUST_0293,Michael,Hayden,njohnson@example.com,001-559-677-8543x365,At-Risk,4799.51,2026-08-04,True,2026-08-05
CUST_0294,Gregory,Long,gmatthews@example.net,+1-908-590-8689x75035,Regular,1558.61,2026-08-04,True,2026-08-05
CUST_0295,David,May,otyler@example.net,2696194828,New,2564.58,2026-08-04,True,2026-08-05
CUST_0296,Amy,Johnston,brendahughes@example.net,816.630.5869x92269,New,1736.46,2026-08-04,True,2026-08-05
CUST_0297,Lisa,Mendoza,cindy58@example.net,001-871-415-5532x248,New,4706.44,2026-08-04,True,2026-08-05
CUST_0298,Debra,Dillon,robert61@example.org,+1-728-758-8387x2532,Regular,3449.91,2026-08-04,False,2026-08-05
CUST_0299,Melanie,Chang,nicholas17@example.org,288-933-7284x34985,Regular,3101.23,2026-08-04,False,2026-08-05
CUST_0300,Mary,Willis,karacollins@example.net,(518)422-2547,New,3122.01,2026-08-04,True,2026-08-05
CUST_0301,Shannon,Jimenez,curtis91@example.net,001-592-256-6675,VIP,35.75,2026-08-04,True,2026-08-05
CUST_0302,Jessica,Casey,hernandezann@example.com,204-449-4260,Regular,924.26,2026-08-04,False,2026-08-05
CUST_0303,Tiffany,Patterson,kellymiller@example.org,628-467-1730x286,At-Risk,2833.2,2026-08-04,True,2026-08-05
CUST_0304,Michelle,Hall,brent85@example.net,+1-868-366-4008x92571,New,1309.1,2026-08-04,True,2026-08-05
CUST_0305,Sarah,Briggs,edwinbishop@example.net,+1-848-413-3132x537,VIP,1907.49,2026-08-04,False,2026-08-05
CUST_0306,Jacqueline,Peters,megan37@example.org,+1-847-375-8781x75638,At-Risk,2450.47,2026-08-04,False,2026-08-05
CUST_0307,Ashley,Perez,opetersen@example.org,(579)344-0384x13580,VIP,3633.61,2026-08-04,False,2026-08-05
CUST_0308,Andrew,Cooper,vmason@example.org,001-884-333-5602x2010,VIP,1852.21,2026-08-04,True,2026-08-05
CUST_0309,Kelsey,Klein,kevinsanchez@example.net,+1-919-379-0780x075,VIP,3941.91,2026-08-04,True,2026-08-05
CUST_0310,Joe,Howard,nicole91@example.net,001-776-908-9692x823,VIP,4808.36,2026-08-04,True,2026-08-05
CUST_0311,Destiny,Ortega,stephensantonio@example.com,608-350-3857x60838,VIP,3750.17,2026-08-04,True,2026-08-05
CUST_0312,Alexander,Jackson,jon31@example.net,001-496-505-9218x864,VIP,300.19,2026-08-04,False,2026-08-05
CUST_0313,Justin,Wilson,summersjeffrey@example.org,(313)991-2639,Regular,310.74,2026-08-04,True,2026-08-05
CUST_0314,James,Bailey,anthony55@example.org,564-623-3744,Regular,3637.14,2026-08-04,True,2026-08-05
CUST_0315,Thomas,Turner,andrelarsen@example.com,639-997-9395x619,New,4999.25,2026-08-04,True,2026-08-05
CUST_0316,Andrea,Tucker,carterpaul@example.net,440.956.6332,Regular,1943.85,2026-08-04,True,2026-08-05
CUST_0317,Lori,Williams,ocervantes@example.com,(956)934-3527,New,1086.0,2026-08-04,False,2026-08-05
CUST_0318,Lisa,Gonzalez,leonardyvette@example.org,264.380.8747,VIP,3241.28,2026-08-04,False,2026-08-05
CUST_0319,Andrea,Green,chasepham@example.net,(218)378-4257x45207,At-Risk,4869.9,2026-08-04,False,2026-08-05
CUST_0320,Justin,Smith,samantha04@example.net,476-788-2839,VIP,740.28,2026-08-04,True,2026-08-05
CUST_0321,Sherry,Campos,joseph30@example.com,+1-412-960-3319x87309,Regular,4597.07,2026-08-04,False,2026-08-05
CUST_0322,Shelby,Green,fletcherjennifer@example.net,(321)989-0375,New,2073.51,2026-08-04,True,2026-08-05
CUST_0323,Frank,Aguirre,ericlong@example.net,7504715324,New,1786.39,2026-08-04,False,2026-08-05
CUST_0324,Adrian,Ponce,rodriguezkatherine@example.com,895.557.0800x0681,Regular,2443.89,2026-08-04,True,2026-08-05
CUST_0325,Shannon,Wilson,michael73@example.net,001-512-677-8123x5531,At-Risk,2072.31,2026-08-04,False,2026-08-05
CUST_0326,Samuel,Rose,burnsjoyce@example.net,703-597-3363x8820,VIP,558.63,2026-08-04,True,2026-08-05
CUST_0327,Michael,Gill,gclark@example.com,(349)869-7922,At-Risk,3563.54,2026-08-04,False,2026-08-05
CUST_0328,James,Miller,melinda77@example.net,926.895.5762,New,4766.86,2026-08-04,False,2026-08-05
CUST_0329,Dennis,Anderson,ddickerson@example.org,849.339.3990x151,VIP,1964.47,2026-08-04,True,2026-08-05
CUST_0330,Hannah,Lee,scottnathaniel@example.com,(734)435-4754x66407,VIP,338.22,2026-08-04,True,2026-08-05
CUST_0331,Jasmine,Knight,laura03@example.org,376.940.9801,At-Risk,516.39,2026-08-04,True,2026-08-05
CUST_0332,Jeremy,Aguirre,kellybarnett@example.org,414-255-4155x28149,At-Risk,4287.85,2026-08-04,True,2026-08-05
CUST_0333,Donna,Gross,conleyjohn@example.com,(386)690-8372x485,New,2311.4,2026-08-04,False,2026-08-05
CUST_0334,Mark,Barker,barbarawilliams@example.net,530-755-1193x8147,Regular,531.21,2026-08-04,True,2026-08-05
CUST_0335,Kimberly,Khan,mark25@example.com,577-701-2858x235,New,2534.67,2026-08-04,False,2026-08-05
CUST_0336,Jennifer,Lee,christopher45@example.com,(459)487-2028x326,Regular,3424.15,2026-08-04,True,2026-08-05
CUST_0337,Leslie,Morris,dashley@example.org,001-447-277-6179x4152,New,4079.87,2026-08-04,True,2026-08-05
CUST_0338,Tyler,Rhodes,ewalters@example.org,940-402-6523x659,New,734.23,2026-08-04,True,2026-08-05
CUST_0339,Robert,Shea,stephendavis@example.org,9228723944,Regular,2456.42,2026-08-04,True,2026-08-05
CUST_0340,Bobby,Bender,justinsexton@example.com,+1-228-725-0120x1809,Regular,2061.02,2026-08-04,False,2026-08-05
CUST_0341,Patrick,Anderson,knightzachary@example.com,(926)907-5774,New,2312.67,2026-08-04,True,2026-08-05
CUST_0342,Paul,Klein,grogers@example.com,001-252-492-9269,At-Risk,3346.9,2026-08-04,False,2026-08-05
CUST_0343,Laura,Reilly,yoderrobert@example.com,+1-285-233-9378x6562,New,4820.27,2026-08-04,False,2026-08-05
CUST_0344,Teresa,White,berrypaul@example.net,446.385.0497,New,2818.09,2026-08-04,True,2026-08-05
CUST_0345,Corey,Williams,guzmantiffany@example.org,+1-779-461-2631x3750,VIP,156.52,2026-08-04,True,2026-08-05
CUST_0346,Bonnie,Knapp,jeffrey85@example.com,759-899-7877x301,At-Risk,4674.21,2026-08-04,True,2026-08-05
CUST_0347,Lisa,Garcia,meredith88@example.org,480.205.8064x7414,New,2874.61,2026-08-04,True,2026-08-05
CUST_0348,Steven,Curtis,cwatts@example.org,875-614-4563x3312,Regular,3928.42,2026-08-04,True,2026-08-05
CUST_0349,Melissa,Zimmerman,virginia29@example.org,(691)222-2321,New,4534.99,2026-08-04,True,2026-08-05
CUST_0350,Amanda,Stewart,amanda06@example.com,(920)389-4023x18085,At-Risk,2951.65,2026-08-04,True,2026-08-05
CUST_0351,Raymond,Mccoy,brett30@example.net,815.892.2313x2659,VIP,1604.29,2026-08-04,False,2026-08-05
CUST_0352,Stephanie,Cole,cookjessica@example.org,410.617.8297x191,VIP,3525.58,2026-08-04,True,2026-08-05
CUST_0353,James,Osborn,ashleyjesse@example.com,(436)355-0152,VIP,4038.61,2026-08-04,False,2026-08-05
CUST_0354,Robert,James,virginiastone@example.org,862-448-7462x70097,Regular,4938.09,2026-08-04,False,2026-08-05
CUST_0355,Jennifer,Ray,millerblake@example.org,+1-878-546-4876x8486,Regular,1993.09,2026-08-04,True,2026-08-05
CUST_0356,Mary,Villa,lynn81@example.com,+1-768-742-0305,VIP,1109.78,2026-08-04,False,2026-08-05
CUST_0357,Mary,Carrillo,bmunoz@example.com,+1-521-688-3287x201,New,237.4,2026-08-04,True,2026-08-05
CUST_0358,Kristine,Salinas,mariasanchez@example.org,001-278-306-8906x793,At-Risk,2053.07,2026-08-04,True,2026-08-05
CUST_0359,John,Powell,zwood@example.org,001-256-400-6950x21916,At-Risk,3363.44,2026-08-04,False,2026-08-05
CUST_0360,Mary,Rich,jonathanparker@example.net,3414727447,VIP,1360.22,2026-08-04,False,2026-08-05
CUST_0361,Mary,Rivera,uholmes@example.com,+1-256-931-1973x7036,Regular,395.28,2026-08-04,False,2026-08-05
CUST_0362,Lance,Hudson,danielle86@example.com,+1-928-993-6699x62490,Regular,1664.51,2026-08-04,True,2026-08-05
CUST_0363,Patricia,Lozano,johnsonsusan@example.net,(875)394-2794,VIP,2179.03,2026-08-04,False,2026-08-05
CUST_0364,Linda,Thomas,millerjames@example.com,5782476067,New,3013.51,2026-08-04,True,2026-08-05
CUST_0365,Kara,Brady,belindathompson@example.org,(376)810-2886x41983,At-Risk,1548.53,2026-08-04,True,2026-08-05
CUST_0366,David,Cook,monica62@example.net,438.998.7303x97978,At-Risk,1407.49,2026-08-04,False,2026-08-05
CUST_0367,William,Castaneda,hsmith@example.org,3034836278,Regular,643.78,2026-08-04,False,2026-08-05
CUST_0368,Ashley,Hawkins,stephanie24@example.org,(241)623-6640,Regular,1749.67,2026-08-04,False,2026-08-05
CUST_0369,Chloe,King,hblack@example.net,256-641-9917,Regular,1151.06,2026-08-04,True,2026-08-05
CUST_0370,Matthew,Thompson,james21@example.net,+1-205-723-8407x44571,New,2707.54,2026-08-04,True,2026-08-05
CUST_0371,Tiffany,Taylor,jboyer@example.org,001-970-500-3079x268,New,1174.79,2026-08-04,True,2026-08-05
CUST_0372,William,Richmond,stephaniepalmer@example.com,001-207-793-1627x252,New,4629.5,2026-08-04,True,2026-08-05
CUST_0373,Kimberly,Rice,erin01@example.net,701.988.5135x97606,VIP,236.35,2026-08-04,True,2026-08-05
CUST_0374,Joshua,Hunter,fdavis@example.org,9659166068,New,4413.19,2026-08-04,True,2026-08-05
CUST_0375,Stephanie,Williams,chadmartinez@example.org,(708)549-2117x12404,VIP,4902.72,2026-08-04,True,2026-08-05
CUST_0376,Erica,Moreno,allisonlewis@example.org,3343624654,New,2680.13,2026-08-04,False,2026-08-05
CUST_0377,Scott,Robinson,uschneider@example.com,(969)228-4800,Regular,894.05,2026-08-04,False,2026-08-05
CUST_0378,Seth,Garza,carrienguyen@example.org,289-664-7336x17442,New,1132.22,2026-08-04,True,2026-08-05
CUST_0379,John,Hale,owensrhonda@example.org,799-443-8988x15505,At-Risk,2397.18,2026-08-04,False,2026-08-05
CUST_0380,Jennifer,Anderson,leonchristopher@example.net,728-841-4782x578,At-Risk,2019.59,2026-08-04,True,2026-08-05
CUST_0381,Jeffery,Smith,xwalker@example.com,(316)581-3539x785,Regular,4452.54,2026-08-04,True,2026-08-05
CUST_0382,Emily,Montoya,davidcowan@example.org,+1-768-984-4359x28803,Regular,2283.0,2026-08-04,True,2026-08-05
CUST_0383,Candice,Smith,taylor12@example.org,224.967.5363x586,Regular,4985.65,2026-08-04,True,2026-08-05
CUST_0384,Bridget,Lewis,keith54@example.com,7094856029,Regular,3999.18,2026-08-04,True,2026-08-05
CUST_0385,David,Anderson,mary83@example.net,(358)691-3710,New,67.57,2026-08-04,False,2026-08-05
CUST_0386,Nicole,Brown,micheal10@example.net,886-596-9998x4887,At-Risk,4247.12,2026-08-04,True,2026-08-05
CUST_0387,Jessica,Atkinson,gstark@example.net,+1-777-910-5661x311,VIP,4558.94,2026-08-04,False,2026-08-05
CUST_0388,Jessica,Hubbard,kyle87@example.com,234-651-6616x454,At-Risk,1786.86,2026-08-04,False,2026-08-05
CUST_0389,Kimberly,Johnson,sarahsmith@example.com,252.451.2278x962,New,4509.08,2026-08-04,True,2026-08-05
CUST_0390,Erin,Fowler,tlee@example.org,+1-487-604-4173x68402,Regular,4600.63,2026-08-04,False,2026-08-05
CUST_0391,Melissa,Fernandez,robertgarcia@example.org,+1-906-478-0866x77508,VIP,32.97,2026-08-04,False,2026-08-05
CUST_0392,Travis,Stanley,villabeth@example.net,(381)210-7240,VIP,4398.61,2026-08-04,True,2026-08-05
CUST_0393,Jamie,Smith,xruiz@example.net,656.627.7689x9722,At-Risk,3975.71,2026-08-04,True,2026-08-05
CUST_0394,Nicole,Robinson,heatherjohnson@example.net,307-631-3158,At-Risk,2373.14,2026-08-04,True,2026-08-05
CUST_0395,Jamie,Cooper,sabrina89@example.com,860-417-2507x5076,New,1237.59,2026-08-04,True,2026-08-05
CUST_0396,Tyler,Everett,valentinetimothy@example.com,504.467.5710,New,4186.92,2026-08-04,True,2026-08-05
CUST_0397,Tricia,Gillespie,jennifer52@example.com,690.743.7564x82278,New,1719.72,2026-08-04,True,2026-08-05
CUST_0398,Susan,Pitts,matthew70@example.net,001-283-597-3928x7597,Regular,2612.8,2026-08-04,False,2026-08-05
CUST_0399,Jay,Hansen,ltyler@example.net,498.371.5353x05938,VIP,1772.99,2026-08-04,False,2026-08-05
CUST_0400,Alison,Gill,adam39@example.net,+1-335-821-8051x110,VIP,584.95,2026-08-04,True,2026-08-05
CUST_0401,Joe,Robertson,james20@example.com,3029555129,New,4389.43,2026-08-04,False,2026-08-05
CUST_0402,Jeremy,Watts,emily21@example.com,868-465-8071x6335,New,4466.4,2026-08-04,False,2026-08-05
CUST_0403,Elizabeth,Phillips,lawsonsabrina@example.net,301-444-0407,At-Risk,2449.55,2026-08-04,True,2026-08-05
CUST_0404,Tonya,Deleon,qfloyd@example.com,+1-685-531-0588x249,New,2245.52,2026-08-04,True,2026-08-05
CUST_0405,Carol,Lewis,donaldsantiago@example.org,969-981-8590x0050,New,4941.67,2026-08-04,True,2026-08-05
CUST_0406,Allison,Gonzales,uacevedo@example.net,001-754-994-2503x76345,At-Risk,3239.72,2026-08-04,False,2026-08-05
CUST_0407,Johnny,Nelson,kylehall@example.org,+1-564-597-2912,Regular,3289.2,2026-08-04,False,2026-08-05
CUST_0408,Thomas,Baker,woodsrachel@example.net,(368)384-8061,New,3937.51,2026-08-04,True,2026-08-05
CUST_0409,Rebecca,Strong,aaron04@example.org,+1-725-870-3077x5215,Regular,3883.49,2026-08-04,True,2026-08-05
CUST_0410,Mary,Hughes,jonathan14@example.net,+1-527-765-1622x594,Regular,2466.24,2026-08-04,True,2026-08-05
CUST_0411,Austin,Walker,donald45@example.com,+1-805-351-6376x61509,At-Risk,2165.22,2026-08-04,True,2026-08-05
CUST_0412,Chelsea,Chavez,npacheco@example.com,993.992.1593x7524,At-Risk,4123.15,2026-08-04,True,2026-08-05
CUST_0413,Anita,Burns,yhood@example.com,436.464.9025x53809,Regular,1143.61,2026-08-04,False,2026-08-05
CUST_0414,Christopher,Sanchez,ofleming@example.org,(326)727-5503x038,New,1130.81,2026-08-04,False,2026-08-05
CUST_0415,Richard,Jones,ccox@example.org,001-202-238-6094x568,VIP,4432.08,2026-08-04,False,2026-08-05
CUST_0416,Kenneth,Morris,jameslewis@example.org,3364268838,At-Risk,2374.08,2026-08-04,True,2026-08-05
CUST_0417,John,Kelley,kristopherparker@example.net,(693)372-2812,Regular,84.11,2026-08-04,True,2026-08-05
CUST_0418,Rachel,Sims,tarareyes@example.org,+1-675-992-2370x0459,VIP,3585.53,2026-08-04,False,2026-08-05
CUST_0419,Emily,Chambers,ubutler@example.org,517.677.8391x587,VIP,4675.3,2026-08-04,False,2026-08-05
CUST_0420,Elizabeth,Hester,bakerkellie@example.com,(389)569-8822x539,VIP,4837.64,2026-08-04,False,2026-08-05
CUST_0421,Michael,Hernandez,hernandezandrew@example.com,573-773-5282x348,Regular,4167.63,2026-08-04,True,2026-08-05
CUST_0422,Lauren,Ibarra,benderrenee@example.com,001-291-413-5428x5047,Regular,653.38,2026-08-04,False,2026-08-05
CUST_0423,William,Medina,dennis52@example.org,+1-275-679-8220x8662,Regular,1795.63,2026-08-04,True,2026-08-05
CUST_0424,Dennis,Hunter,kelseyjones@example.com,9153382684,New,2707.36,2026-08-04,False,2026-08-05
CUST_0425,David,Fitzgerald,lawrencegonzalez@example.org,657-659-3425,New,1297.82,2026-08-04,True,2026-08-05
CUST_0426,Stephanie,Johnson,rachelrobinson@example.com,+1-476-506-3650x2593,VIP,1234.15,2026-08-04,True,2026-08-05
CUST_0427,Denise,Douglas,nchavez@example.com,001-940-893-7454x9930,VIP,1126.85,2026-08-04,False,2026-08-05
CUST_0428,John,Jennings,holdenchristopher@example.org,+1-503-577-0270x518,New,101.93,2026-08-04,True,2026-08-05
CUST_0429,Brett,Edwards,stevenprice@example.org,+1-637-860-3668x88612,New,1759.77,2026-08-04,False,2026-08-05
CUST_0430,Brett,Smith,egolden@example.org,001-690-365-3521x85289,New,3413.46,2026-08-04,False,2026-08-05
CUST_0431,Leslie,Anderson,robert82@example.org,+1-863-444-4442x8938,Regular,4324.28,2026-08-04,True,2026-08-05
CUST_0432,Jennifer,Crawford,ebarnett@example.net,(807)380-6733x285,VIP,4718.21,2026-08-04,True,2026-08-05
CUST_0433,Eric,Watkins,meghan42@example.net,(805)622-2982,New,3082.76,2026-08-04,True,2026-08-05
CUST_0434,Anthony,Martin,sullivanjulie@example.com,+1-374-228-4210,At-Risk,2617.28,2026-08-04,False,2026-08-05
CUST_0435,Michelle,Johns,thompsonscott@example.com,(788)787-3645x09017,New,4309.56,2026-08-04,False,2026-08-05
CUST_0436,Lisa,Werner,uvillanueva@example.com,(562)920-8855x7044,New,1646.28,2026-08-04,False,2026-08-05
CUST_0437,Leah,Martinez,katiejohnson@example.com,(844)525-0533,Regular,3510.6,2026-08-04,True,2026-08-05
CUST_0438,David,Kennedy,mariaclements@example.net,547-786-0803x2386,VIP,2488.83,2026-08-04,False,2026-08-05
CUST_0439,Rachel,Brown,iangonzales@example.net,+1-900-665-0600x30462,New,2467.01,2026-08-04,False,2026-08-05
CUST_0440,Tyrone,Duran,lisawright@example.org,+1-997-271-2302x26428,Regular,778.38,2026-08-04,False,2026-08-05
CUST_0441,Melissa,Estrada,judith32@example.org,3184369965,New,2571.42,2026-08-04,True,2026-08-05
CUST_0442,James,Simon,jhahn@example.net,802.858.0910,New,96.84,2026-08-04,False,2026-08-05
CUST_0443,Jennifer,Perry,calebbennett@example.org,+1-409-516-3846x198,VIP,1331.41,2026-08-04,False,2026-08-05
CUST_0444,Mary,Russo,cynthia83@example.net,371.464.9440,At-Risk,1893.28,2026-08-04,True,2026-08-05
CUST_0445,Alexis,Cain,laurie07@example.net,(681)316-3455,At-Risk,405.74,2026-08-04,False,2026-08-05
CUST_0446,Gary,Anderson,larrycowan@example.com,+1-955-518-4978x9301,New,3746.38,2026-08-04,False,2026-08-05
CUST_0447,Andrea,Clements,christina76@example.com,615-344-3573x821,VIP,3612.56,2026-08-04,True,2026-08-05
CUST_0448,Kathleen,Payne,igallagher@example.org,984.568.7129x1762,VIP,333.43,2026-08-04,False,2026-08-05
CUST_0449,Seth,Smith,brian70@example.org,(406)621-1424x1202,New,1569.6,2026-08-04,False,2026-08-05
CUST_0450,Curtis,Hicks,jason64@example.org,881-816-7871,Regular,4364.33,2026-08-04,True,2026-08-05
CUST_0451,William,Thompson,schaeferkerri@example.net,313.495.2197x9559,VIP,3154.79,2026-08-04,True,2026-08-05
CUST_0452,Holly,Riley,oolson@example.net,+1-279-396-5204,Regular,4666.69,2026-08-04,True,2026-08-05
CUST_0453,Melanie,Smith,solomonkimberly@example.net,001-994-626-0383,New,2971.37,2026-08-04,True,2026-08-05
CUST_0454,Patty,Dodson,qstephens@example.org,273-650-8864,Regular,3994.4,2026-08-04,False,2026-08-05
CUST_0455,Joshua,White,ebarajas@example.org,(935)972-6939x047,VIP,3131.33,2026-08-04,False,2026-08-05
CUST_0456,Michael,Cook,david78@example.net,307-956-9497,At-Risk,4341.82,2026-08-04,True,2026-08-05
CUST_0457,Jennifer,Arnold,dmendoza@example.net,(234)990-7292x308,Regular,3984.95,2026-08-04,True,2026-08-05
CUST_0458,Jacob,Day,qbass@example.org,935.528.5581,At-Risk,665.85,2026-08-04,True,2026-08-05
CUST_0459,Lawrence,Perez,onichols@example.org,511.328.3114,At-Risk,73.96,2026-08-04,True,2026-08-05
CUST_0460,Natalie,Clark,jennifer02@example.com,5597307816,New,762.98,2026-08-04,False,2026-08-05
CUST_0461,Diane,Jimenez,robinboyer@example.net,+1-600-841-4085x9543,New,3984.64,2026-08-04,False,2026-08-05
CUST_0462,Barbara,Lewis,charles67@example.com,756-243-6026,New,2035.72,2026-08-04,False,2026-08-05
